id,date,asked_by,pipeline,context,question,answer_summary,verification_status,resources,run_id,memory_id,frontier_id,question_type,difficulty_features,supporting_doc_ids,supporting_chunk_ids,review_status,review_notes
kimi_run_000020_q01,2026-08-03,Kimi+OpenCode,metadata knowledge graph,kimi_run_000020,"Anand Rathi Wealth's 2024 buyback was approved by a postal ballot. What was the sequence of the next five regulatory milestones from the postal ballot result to the first post-buyback disclosure, and in which document did the final extinguishment deadline change from July 2 to July 1, 2024?","The postal ballot results declaring shareholder approval were announced on Monday, May 20, 2024. The Public Announcement was made on Tuesday, May 21, 2024 and published on Wednesday, May 22, 2024. The Record Date was Monday, June 3, 2024 and the Letter of Offer was to be filed by Wednesday, June 5, 2024. The buyback opened on Friday, June 7, 2024 and closed on Thursday, June 13, 2024. The Letter of Offer fixed the last date of extinguishment of the accepted shares as Tuesday, July 2, 2024, while the Post-Buyback Public Announcement stated that extinguishment was under process and would be completed on or before Monday, July 1, 2024.",KIMI_REVIEW_ACCEPTED,"[""clf-eis46w5mp6k51zs8ehwgl3ic"", ""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]",kimi_run_000020,memory_0009,,operational_timeline_or_remedy,"[""date_trap"", ""document_diff_or_lineage"", ""version_delta""]","[""clf-eis46w5mp6k51zs8ehwgl3ic"", ""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu#5"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#12"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#15"", ""clf-cfiwth13uujr87qxsiczypgs#9""]",accepted,"LoF schedule (chunks 12,15) supports milestone dates and July 2 extinguishment; PBPA (chunk 9) updates to July 1. Strong multi-doc timeline question."
kimi_run_000020_q02,2026-08-03,Kimi+OpenCode,metadata knowledge graph,kimi_run_000020,"A small shareholder held 483 Anand Rathi Wealth equity shares on the record date. How many shares could she definitely tender under the buyback entitlement, and how did the level of valid bidding in the reserved category compare with the general category according to the post-buyback announcement?","The reserved category for small shareholders had an entitlement ratio of 37 equity shares for every 483 equity shares held on the record date, so a holder of 483 shares could tender 37 shares. The registrar considered 75,550 valid bids for 1,70,093 equity shares in the reserved category, a subscription multiple of 3.06 times the maximum shares proposed to be bought back. In contrast, the general category received 2,121 valid bids for 47,54,498 equity shares, a subscription multiple of 15.12 times.",KIMI_REVIEW_ACCEPTED,"[""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]",kimi_run_000020,memory_0009,,conditional_table_extraction,"[""category_axis"", ""proportional_entitlement"", ""comparative_subscription_multiples""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu#246"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#247"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#248"", ""clf-cfiwth13uujr87qxsiczypgs#6""]",accepted,LoF (chunks 246-248) confirms 37/483 reserved entitlement; PBPA (chunk 6) confirms 3.06x and 15.12x subscription multiples.
kimi_run_000020_q03,2026-08-03,Kimi+OpenCode,metadata knowledge graph,kimi_run_000020,"The Letter of Offer prohibits using borrowed funds for the buyback. What internal-source categories were earmarked, how much cash was deposited in the escrow account, and what amount was ultimately spent according to the post-buyback announcement?","The buyback was to be funded from the company's balances in free reserves, current surplus, cash and cash equivalents, internal accruals and/or liquid resources, and expressly not from any borrowed funds. The company deposited ₹31,46,50,000 into the 'Anand Rathi Wealth Limited Buyback Escrow Account' with Axis Bank Limited, calculated as 25% of the first ₹100 crore of consideration and 10% of the balance. The post-buyback announcement confirmed that the amount actually utilised was ₹164.65 crore, excluding transaction costs.",KIMI_REVIEW_ACCEPTED,"[""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]",kimi_run_000020,memory_0009,,applied_compliance_scenario,"[""source_constraint"", ""amount_reconciliation"", ""escrow_threshold_calculation""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu#51"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#53"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#173"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#177"", ""clf-cfiwth13uujr87qxsiczypgs#4""]",accepted,"LoF (chunks 51,53) states non-borrowed/internal sources; chunk 177 confirms ₹31,46,50,000 escrow; PBPA (chunk 4) confirms ₹164.65 crore utilized."
kimi_run_000020_q04,2026-08-03,Kimi+OpenCode,metadata knowledge graph,kimi_run_000020,"Before the buyback, certain promoter-group members gave an intention letter dated April 12, 2024. What was the aggregate maximum number of shares the promoter group intended to tender, which two promoter-related entities had the largest accepted amounts after the buyback, and how did their combined accepted quantity compare with the group's total intended maximum?","The promoters and promoter group intended to tender up to an aggregate maximum of 2,48,500 equity shares. After the buyback, the largest accepted quantities from promoter-related entities were 63,744 shares in Anand Rathi Financial Services Limited and 47,945 shares in Anand Rathi, whose combined accepted total of 1,11,689 shares represented approximately 44.9% of the aggregate maximum intended by the promoter group.",KIMI_REVIEW_ACCEPTED,"[""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]",kimi_run_000020,memory_0009,,entity_cross_reference,"[""entity_disambiguation"", ""amount_reconciliation"", ""promoter_group_intent_vs_actual""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu#109"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#110"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#111"", ""clf-cfiwth13uujr87qxsiczypgs#11"", ""clf-cfiwth13uujr87qxsiczypgs#12""]",accepted,"LoF (chunks 109-112) confirms aggregate promoter max 2,48,500; PBPA (chunks 11,12) lists top accepted entities and quantities; ratio math is consistent."
kimi_run_000020_q05,2026-08-03,Kimi+OpenCode,metadata knowledge graph,kimi_run_000020,"Some bids were excluded because the bidder was not a shareholder on the record date or because the bid exceeded the record-date holding. What Letter of Offer rules caused these exclusions, and what special priority existed for small shareholders who received a zero-entitlement tender form because their holding was too small?","The Letter of Offer provided that the number of equity shares accepted from any shareholder would be the lower of the shares tendered and the shares held on the record date, and that shares tendered in excess of the record-date holding would not be considered for acceptance. The post-buyback announcement implemented this by excluding 270 bids of 1,572 shares because the bidders were not shareholders on the record date, and by excluding excess bids of 334 shares under the reserved category and 2,078 shares under the general category that exceeded record-date holdings. Separately, small shareholders with zero entitlement due to ignored fractional entitlements were entitled to tender additional shares and, if they did so, would receive preference for acceptance of one equity share in the reserved category.",KIMI_REVIEW_ACCEPTED,"[""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]",kimi_run_000020,memory_0009,,applied_compliance_scenario,"[""conditional_exception"", ""zero_entitlement_priority"", ""fake_negative_or_absence""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu#249"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#251"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#258"", ""clf-cfiwth13uujr87qxsiczypgs#7""]",accepted,"LoF (chunks 249,251,258) supports exclusion rules and zero-entitlement preference; PBPA (chunk 7) reports actual excluded bids."
kimi_run_000020_q06,2026-08-03,Kimi+OpenCode,metadata knowledge graph,kimi_run_000020,"Who acted as manager, registrar and escrow bank for Anand Rathi Wealth's 2024 buyback, which stock exchange was designated for it, and when did the manager give its due-diligence certificate?","Mark Corporate Advisors Private Limited acted as manager to the buyback, Link Intime India Private Limited acted as registrar, and Axis Bank Limited acted as escrow bank. BSE Limited was the designated stock exchange. The manager furnished its due-diligence certificate dated June 4, 2024.",KIMI_REVIEW_ACCEPTED,"[""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]",kimi_run_000020,memory_0009,,checklist_compliance_audit,"[""actor_role_disambiguation"", ""due_diligence_date"", ""supporting_service_provider_lineup""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu#5"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#7"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#25"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#38"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#176"", ""clf-cfiwth13uujr87qxsiczypgs#16""]",accepted,"Manager and registrar confirmed in LoF (chunks 5,7); escrow bank Axis Bank confirmed in LoF (chunks 25,176,177); due diligence certificate date June 4, 2024 confirmed in chunk 38. BSE designation is supported by PBPA chunk 4 but not listed in supporting_chunks."
kimi_run_000020_q07,2026-08-03,Kimi+OpenCode,metadata knowledge graph,kimi_run_000020,"What procedure did the Letter of Offer prescribe for shareholders holding physical equity shares, and what did the post-buyback announcement reveal about actual physical-share participation?","Physical shareholders had to approach their stock broker with the signed Tender Form, original share certificate(s), valid Form SH-4, and other documents such as corporate authorisation, notarised copies and succession certificate where relevant, for verification before the bid could be entered on the exchange platform. The post-buyback announcement stated that no physical shares were tendered in the buyback.",KIMI_REVIEW_ACCEPTED,"[""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]",kimi_run_000020,memory_0009,,negative_or_absence_check,"[""fake_negative_or_absence"", ""procedure_vs_actual"", ""documented_requirements""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu#277"", ""clf-cfiwth13uujr87qxsiczypgs#9""]",accepted,LoF (chunks 277-280) details physical-share procedure; PBPA (chunk 9) confirms no physical shares were tendered.
kimi_run_000020_q08,2026-08-03,Kimi+OpenCode,metadata knowledge graph,kimi_run_000020,"After the special resolution approving the buyback was declared, when was the public announcement made and published, and where were the Public Announcement and the Letter of Offer required to be made publicly available?","The special resolution results were declared on Monday, May 20, 2024. The Public Announcement was made on Tuesday, May 21, 2024 and published on Wednesday, May 22, 2024 in Business Standard English, Business Standard Hindi and Navshakti Marathi-Mumbai editions. The Letter of Offer stated that copies of the Public Announcement, Letter of Offer and Tender Form would be available on the websites of SEBI, the manager (www.markcorporateadvisors.com), the company (www.anandrathiwealth.in), NSE, BSE and the registrar (www.linkintime.co.in).",KIMI_REVIEW_ACCEPTED,"[""clf-eis46w5mp6k51zs8ehwgl3ic"", ""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]",kimi_run_000020,memory_0009,,document_diff_or_lineage,"[""procedural_timeline"", ""document_cross_reference"", ""publication_availability""]","[""clf-eis46w5mp6k51zs8ehwgl3ic"", ""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]","[""clf-eis46w5mp6k51zs8ehwgl3ic#0"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#5"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#12"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#79"", ""clf-cfiwth13uujr87qxsiczypgs#1""]",accepted,"LoF (chunks 5,12,80,81,82) independently supports May 21/22 dates, Business Standard English/Hindi and Navshakti Marathi-Mumbai editions, and required websites."
kimi_run_000020_q09,2026-08-03,Kimi+OpenCode,metadata knowledge graph,kimi_run_000020,"The Letter of Offer projected the effect of full acceptance on promoter and public shareholding. What were the projected post-buyback percentages, and did the post-buyback announcement confirm the direction of change for each group?","The Letter of Offer projected that under full acceptance the promoter and promoter group shareholding would rise slightly from 48.03% to 48.09% of the post-buyback equity capital, while public shareholding would decline from 51.97% to 51.91%. The post-buyback announcement confirmed the same directional movement: promoter group shareholding was shown as 48.09% post-buyback and the public shareholding was 51.91%.",KIMI_REVIEW_ACCEPTED,"[""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]",kimi_run_000020,memory_0009,,conditional_table_extraction,"[""percentage_change_axes"", ""mps_compliance_assurance"", ""baseline_vs_outcome""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu#108"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#158"", ""clf-rjuqspkvwvpp9gw74ypn3bmu#245"", ""clf-cfiwth13uujr87qxsiczypgs#14"", ""clf-cfiwth13uujr87qxsiczypgs#15""]",accepted,"LoF (chunks 245,182,183) projects 48.03→48.09 and 51.97→51.91; PBPA (chunks 14,15) confirms same post-buyback percentages."
kimi_run_000020_q10,2026-08-03,Kimi+OpenCode,metadata knowledge graph,kimi_run_000020,"How were acceptance/rejection communicated and settled, and did the actual process follow the schedule given in the Letter of Offer?","The Letter of Offer scheduled intimation to the stock exchange regarding acceptance or non-acceptance by Wednesday, June 19, 2024; completion of clearing-corporation settlement, payment of consideration and dispatch or unblocking of unaccepted shares by Friday, June 21, 2024. The post-buyback announcement confirmed that acceptance/rejection emails (or physical letters where email IDs were unavailable) were dispatched by Link Intime on Friday, June 21, 2024; clearing-corporation settlement was completed on Thursday, June 20, 2024; accepted demat shares were transferred to the company's demat account on Thursday, June 20, 2024; and unaccepted demat shares were returned or lien-removed on the same day.",KIMI_REVIEW_ACCEPTED,"[""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]",kimi_run_000020,memory_0009,,operational_timeline_or_remedy,"[""communication_channel"", ""date_trap"", ""planned_vs_actual_settlement""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu"", ""clf-cfiwth13uujr87qxsiczypgs""]","[""clf-rjuqspkvwvpp9gw74ypn3bmu#14"", ""clf-cfiwth13uujr87qxsiczypgs#7"", ""clf-cfiwth13uujr87qxsiczypgs#8"", ""clf-cfiwth13uujr87qxsiczypgs#9""]",accepted,"LoF (chunk 14) sets acceptance/settlement schedule; PBPA (chunks 7,8,9) confirms actual communication/settlement dates and slight shifts."
opus46_cluster_20260722_broad01_q01,2026-08-04,Kimi+OpenCode,metadata knowledge graph,opus46_cluster_20260722_broad01,"What conditions did SEBI impose when permitting InvITs to participate in interest rate derivatives for hedging through the April 2025 InvIT Amendment Regulations, and what consultation paper proposed this change?","SEBI's October 2024 consultation paper on proposals for REITs and InvITs proposed permitting InvITs to participate in interest rate derivatives (IRDs) solely for hedging interest rate risk, noting that InvIT Regulations previously did not include any instrument to hedge interest rate risk on borrowings. The April 2025 InvIT Amendment Regulations implemented this by inserting clause (viii) under Regulation 18(5)(b), permitting investment in interest rate derivatives including interest rate futures, forward rate contracts, and interest rate swaps, subject to five conditions: (A) the investment shall be solely to hedge an underlying interest rate risk in existing borrowings qualifying as an effective hedge per applicable Indian Accounting Standards; (B) it shall only be made as a user or client, not as market making; (C) adequate disclosures shall be made in the annual report; (D) valuation norms applicable to Mutual Funds shall be followed; and (E) requirements applicable to clients or users of IRDs, including those specified by RBI, shall be complied with.",KIMI_REVIEW_ACCEPTED,"[""clf-h1zr6jb3x5qbxa4x2160x671"", ""clf-zh3vqu78ndxcgfan69dwd22u""]",opus46_cluster_20260722_broad01,memory_opus46_cluster_20260722_broad01,,,[],"[""clf-h1zr6jb3x5qbxa4x2160x671"", ""clf-zh3vqu78ndxcgfan69dwd22u""]","[""clf-h1zr6jb3x5qbxa4x2160x671#35"", ""clf-h1zr6jb3x5qbxa4x2160x671#42"", ""clf-zh3vqu78ndxcgfan69dwd22u#36"", ""clf-zh3vqu78ndxcgfan69dwd22u#37""]",accepted,Local chunk review supports the InvIT IRD consultation-to-amendment relationship and listed hedging conditions.
opus46_cluster_20260722_broad01_q02,2026-08-04,Kimi+OpenCode,metadata knowledge graph,opus46_cluster_20260722_broad01,"What changes did SEBI's August 2024 amendment to the REIT Master Circular make to the provisions on investor complaint statements and deviation disclosures, and what consultation paper proposed these changes?","SEBI's May 2024 consultation paper on ease of doing business for REITs and InvITs proposed aligning the review of investor complaint statements and deviation disclosure timelines with the SEBI (LODR) Regulations, 2015, noting that the requirement of prior review of the investor complaint statement by the Board of Directors of the Manager before submission to stock exchanges was not in line with LODR Regulations. The August 2024 amendment to the Master Circular for REITs implemented two changes. First, regarding investor complaints (paragraph 4.16.4), the requirement of prior review by the Board of Directors before submission was removed; instead, the statement is now required to be placed before the Board of Directors/Governing Body of the Manager and the Trustee on a quarterly basis for review. Second, regarding deviation disclosures (paragraph 4.17.2), the timeline for submission of the statement of deviation(s) in the use of issue proceeds to stock exchanges was changed from within twenty-one days from the end of each quarter to submission along with the submission of financial results, aligning with LODR Regulations.",KIMI_REVIEW_ACCEPTED,"[""clf-k3f93jb0diqozrfj7fafd1bg"", ""clf-gudlyy1crnmrvfc99fspjlny""]",opus46_cluster_20260722_broad01,memory_opus46_cluster_20260722_broad01,,,[],"[""clf-k3f93jb0diqozrfj7fafd1bg"", ""clf-gudlyy1crnmrvfc99fspjlny""]","[""clf-k3f93jb0diqozrfj7fafd1bg#19"", ""clf-k3f93jb0diqozrfj7fafd1bg#23"", ""clf-gudlyy1crnmrvfc99fspjlny#3"", ""clf-gudlyy1crnmrvfc99fspjlny#5""]",accepted,Local chunk review supports the REIT investor-complaint and deviation-disclosure amendments.
opus46_cluster_20260722_broad01_q04,2026-08-04,Kimi+OpenCode,metadata knowledge graph,opus46_cluster_20260722_broad01,"What did SEBI propose in its October 2024 consultation paper regarding the transfer of locked-in units held by sponsors of InvITs, and how was this implemented in the April 2025 InvIT Amendment Regulations?","SEBI's October 2024 consultation paper noted that while InvIT Regulations require sponsors to hold locked-in units meeting minimum unitholding requirements under Regulation 12(3) and 12(3A), the regulations did not permit inter-se transfer of such locked-in units amongst sponsors and sponsor group entities, unlike the ICDR Regulations which permit such transfers for promoters. Based on the Hybrid Securities Advisory Committee's recommendation, the consultation paper proposed permitting transfer of locked-in units held by sponsors and sponsor group entities to other sponsors, sponsor group members, inducted sponsors, or self-sponsored managers, subject to the lock-in continuing for the remaining period. The April 2025 InvIT Amendment Regulations implemented this by inserting provisos and an explanation under Regulation 12(5), permitting locked-in units held by a sponsor or its sponsor group entities to be transferred only amongst such sponsor or its own sponsor group entities, with the lock-in continuing for the remaining period and the transferee not eligible to transfer until lock-in expiry. The amendment also addressed change in sponsor (transfer to incoming sponsor subject to minimum unitholding requirements) and conversion to self-sponsored investment manager (transfer to the self-sponsored investment manager or its shareholders or group entities subject to minimum unitholding requirements).",KIMI_REVIEW_ACCEPTED,"[""clf-h1zr6jb3x5qbxa4x2160x671"", ""clf-zh3vqu78ndxcgfan69dwd22u""]",opus46_cluster_20260722_broad01,memory_opus46_cluster_20260722_broad01,,,[],"[""clf-h1zr6jb3x5qbxa4x2160x671"", ""clf-zh3vqu78ndxcgfan69dwd22u""]","[""clf-h1zr6jb3x5qbxa4x2160x671#15"", ""clf-h1zr6jb3x5qbxa4x2160x671#13"", ""clf-zh3vqu78ndxcgfan69dwd22u#34"", ""clf-zh3vqu78ndxcgfan69dwd22u#35""]",accepted,Local chunk review supports the locked-in InvIT sponsor-unit transfer proposal and April 2025 implementation.
opus46_cluster_20260722_broad02_q01,2026-08-04,Kimi+OpenCode,metadata knowledge graph,opus46_cluster_20260722_broad02,"What did SEBI's November 2024 consultation paper propose for segregating the non-SEBI activities of debenture trustees, and how did the October 2025 amendment regulations differ from that proposal?","The November 2024 consultation paper proposed that debenture trustees hive off non-SEBI activities to a separate legal entity, with a sunset period of one year for using the regulated entity's brand or corporate name. The October 2025 amendment regulations instead introduced Regulation 9C, allowing debenture trustees to undertake other financial-sector-regulator activities and non-regulated fee-based financial-services activities through separate business units within the same entity rather than a separate legal entity. The amendment gave existing trustees six months (or such extended period as SEBI may specify) to transfer activities to separate business units, required RBI-regulated trustees to run DT activity through a separate business unit, and required all trustees to ring-fence their net worth from any adverse impact of permitted activities. The amendment also listed the financial sector regulators covered: RBI, IRDAI, PFRDA, IFSCA, IBBI, and the Ministry of Corporate Affairs.",KIMI_REVIEW_ACCEPTED,"[""clf-qnrk8jr7rzfcym5o2qy1m8kh"", ""clf-abaab9dl8t69ejwyuwgfwz85""]",opus46_cluster_20260722_broad02,memory_opus46_cluster_20260722_broad02,,,[],"[""clf-qnrk8jr7rzfcym5o2qy1m8kh"", ""clf-abaab9dl8t69ejwyuwgfwz85""]","[""clf-qnrk8jr7rzfcym5o2qy1m8kh#9"", ""clf-qnrk8jr7rzfcym5o2qy1m8kh#10"", ""clf-abaab9dl8t69ejwyuwgfwz85#15"", ""clf-abaab9dl8t69ejwyuwgfwz85#16"", ""clf-abaab9dl8t69ejwyuwgfwz85#17""]",accepted,Local chunk review supports the debenture-trustee hive-off proposal versus Regulation 9C separate-business-unit final amendment.
opus46_cluster_20260722_broad02_q02,2026-08-04,Kimi+OpenCode,metadata knowledge graph,opus46_cluster_20260722_broad02,"What timelines for issuer submission of information to debenture trustees did SEBI propose in its November 2024 consultation paper, and what was finalized in the November 2025 circular?","The consultation paper's working group initially proposed that issuers submit information to debenture trustees within 45 days from the end of each quarter (60 days for the last quarter), noting that no specific timeline existed under the then-current master circular. The paper subsequently revised the proposal to 60 days and 75 days respectively, providing an additional 15 days to issuers. The November 2025 timeline circular finalized: security cover certificate on a quarterly basis within 60 days from end of each quarter (75 days for the last quarter), statement of value of pledged securities half-yearly within 60 days from end of each half-year, net worth certificate of guarantor annually within 60 days from end of each financial year, and valuation report and title search report once in three years within 60 days from end of the financial year. The circular took effect from the quarter ended December 31, 2025.",KIMI_REVIEW_ACCEPTED,"[""clf-qnrk8jr7rzfcym5o2qy1m8kh"", ""clf-to14ssy02r4ssa92tbov838n""]",opus46_cluster_20260722_broad02,memory_opus46_cluster_20260722_broad02,,,[],"[""clf-qnrk8jr7rzfcym5o2qy1m8kh"", ""clf-to14ssy02r4ssa92tbov838n""]","[""clf-qnrk8jr7rzfcym5o2qy1m8kh#33"", ""clf-qnrk8jr7rzfcym5o2qy1m8kh#34"", ""clf-qnrk8jr7rzfcym5o2qy1m8kh#39"", ""clf-to14ssy02r4ssa92tbov838n#1"", ""clf-to14ssy02r4ssa92tbov838n#2""]",accepted,Local chunk review supports the issuer-to-DT timeline proposal and November 2025 final timeline circular.
opus46_cluster_20260722_broad02_q03,2026-08-04,Kimi+OpenCode,metadata knowledge graph,opus46_cluster_20260722_broad02,What changes were made to the Recovery Expense Fund utilization rules in the November 2025 modification to the Debenture Trustees Master Circular?,"Under the August 2025 Master Circular, the Debenture Trustee had to obtain prior consent from holders of debt securities for all enforcement or legal proceedings before using the Recovery Expense Fund, and then inform the designated stock exchange, which would release the amount within five working days. The November 2025 modification introduced an explicit list of enforcement expenses — obtaining consents, voting process, holding meetings, filing court applications, legal fees, asset recovery services, and appointing legal consultants — for which prior approval from debenture holders is no longer required; the trustee only needs to intimate debenture holders by mail and upload the information on its website. For expenses beyond this list, prior consent is still required. The modification added a requirement for an independent auditor's certificate to be submitted to the stock exchange, which verifies it before releasing the REF amount within five working days. It also introduced a requirement for the trustee to update debenture holders annually on fund utilization, and defined Lead Debenture Trustee as one chosen by other trustees or representing more than 50% of the outstanding value of debt securities.",KIMI_REVIEW_ACCEPTED,"[""clf-hasweu2kfvuba9xuxf6l16hs"", ""clf-l492k5xn078xxxz2smtpf7gc""]",opus46_cluster_20260722_broad02,memory_opus46_cluster_20260722_broad02,,,[],"[""clf-hasweu2kfvuba9xuxf6l16hs"", ""clf-l492k5xn078xxxz2smtpf7gc""]","[""clf-hasweu2kfvuba9xuxf6l16hs#88"", ""clf-hasweu2kfvuba9xuxf6l16hs#89"", ""clf-l492k5xn078xxxz2smtpf7gc#1"", ""clf-l492k5xn078xxxz2smtpf7gc#2"", ""clf-l492k5xn078xxxz2smtpf7gc#3"", ""clf-l492k5xn078xxxz2smtpf7gc#4""]",accepted,"Local chunk review supports the REF utilization changes, auditor certificate, five-working-day release, and annual update requirement."
